"var","label","labels"
"ear601_a_34","在其他地址E居住的其他时段2","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 0:否, 1:是, 79:情况不适用"
"ear6sy_a_34","其他地址E第2段居住起始时间（年）",":"
"ear6sm_a_34","其他地址E第2段居住起始时间（月）","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 13:春, 14:夏, 15:秋, 16:冬"
"ear6fy_a_34","其他地址E第2段居住结束时间（年）",":"
"ear6fm_a_34","其他地址E第2段居住结束时间（月）","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 13:春, 14:夏, 15:秋, 16:冬"
"ear6fc_a_34","其他地址E第2段居住是否持续到当前","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 0:否, 1:是, 79:情况不适用"
"ear5a_a_6","其他地址6（省）","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 11:北京市, 12:天津市, 13:河北省, 14:山西省, 15:内蒙古自治区, 21:辽宁省, 22:吉林省, 23:黑龙江省, 31:上海市, 32:江苏省, 33:浙江省, 34:安徽省, 35:福建省, 36:江西省, 37:山东省, 41:河南省, 42:湖北省, 43:湖南省, 44:广东省, 45:广西壮族自治区, 46:海南省, 50:重庆市, 51:四川省, 52:贵州省, 53:云南省, 54:西藏自治区, 61:陕西省, 62:甘肃省, 63:青海省, 64:宁夏回族自治区, 65:新疆维吾尔自治区, 99:数据缺失"
"ear5c_a_6_code","其他地址6（县/市）","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道"
"ear601_a_41","在其他地址F居住的其他时段1","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 0:否, 1:是, 79:情况不适用"
"ear6sy_a_41","其他地址F第1段居住起始时间（年）",":"
"ear6sm_a_41","其他地址F第1段居住起始时间（月）","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 13:春, 14:夏, 15:秋, 16:冬"
"ear6fy_a_41","其他地址F第1段居住结束时间（年）",":"
"ear6fm_a_41","其他地址F第1段居住结束时间（月）","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 13:春, 14:夏, 15:秋, 16:冬"
"ear6fc_a_41","其他地址F第1段居住是否持续到当前","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 0:否, 1:是, 79:情况不适用"
"ear106_a_1","2018居住地址其他居住时段1","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 0:否, 1:是, 79:情况不适用"
"ear106_1sy_a_1","2018居住地址第1段居住起始时间（年）",":"
"ear106_1sm_a_1","2018居住地址第1段居住起始时间（月）","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 13:春, 14:夏, 15:秋, 16:冬"
"ear106_1fy_a_1","2018居住地址第1段居住结束时间（年）",":"
"ear106_1fm_a_1","2018居住地址第1段居住结束时间（月）","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 13:春, 14:夏, 15:秋, 16:冬"
"ear106_1fc_a_1","2018居住地址第1段居住是否持续到当前","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 0:否, 1:是, 79:情况不适用"
"ear106_a_2","2018居住地址其他居住时段2","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 0:否, 1:是, 79:情况不适用"
"ear106_1sy_a_2","2018居住地址第2段居住起始时间（年）",":"
"ear106_1sm_a_2","2018居住地址第2段居住起始时间（月）","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 13:春, 14:夏, 15:秋, 16:冬"
"ear106_1fy_a_2","2018居住地址第2段居住结束时间（年）",":"
"ear106_1fm_a_2","2018居住地址第2段居住结束时间（月）","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 13:春, 14:夏, 15:秋, 16:冬"
"ear106_1fc_a_2","2018居住地址第2段居住是否持续到当前","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 0:否, 1:是, 79:情况不适用"
"ear106_a_3","2018居住地址其他居住时段3","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 0:否, 1:是, 79:情况不适用"
"ear106_1sy_a_3","2018居住地址第3段居住起始时间（年）",":"
"ear106_1sm_a_3","2018居住地址第3段居住起始时间（月）","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 13:春, 14:夏, 15:秋, 16:冬"
"ear106_1fy_a_3","2018居住地址第3段居住结束时间（年）",":"
"ear106_1fm_a_3","2018居住地址第3段居住结束时间（月）","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 13:春, 14:夏, 15:秋, 16:冬"
"ear106_1fc_a_3","2018居住地址第3段居住是否持续到当前","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 0:否, 1:是, 79:情况不适用"
"ear106_a_4","2018居住地址其他居住时段4","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 0:否, 1:是, 79:情况不适用"
"ear106_1sy_a_4","2018居住地址第4段居住起始时间（年）",":"
"ear106_1sm_a_4","2018居住地址第4段居住起始时间（月）","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 13:春, 14:夏, 15:秋, 16:冬"
"ear106_1fy_a_4","2018居住地址第4段居住结束时间（年）",":"
"ear106_1fm_a_4","2018居住地址第4段居住结束时间（月）","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 13:春, 14:夏, 15:秋, 16:冬"
"ear106_1fc_a_4","2018居住地址第4段居住是否持续到当前","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 0:否, 1:是, 79:情况不适用"
"ear106_a_5","2018居住地址其他居住时段5","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 0:否, 1:是, 79:情况不适用"
"ear106_1sy_a_5","2018居住地址第5段居住起始时间（年）",":"
"ear106_1sm_a_5","2018居住地址第5段居住起始时间（月）","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 13:春, 14:夏, 15:秋, 16:冬"
"ear106_1fy_a_5","2018居住地址第5段居住结束时间（年）",":"
"ear106_1fm_a_5","2018居住地址第5段居住结束时间（月）","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 13:春, 14:夏, 15:秋, 16:冬"
"ear106_1fc_a_5","2018居住地址第5段居住是否持续到当前","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 0:否, 1:是, 79:情况不适用"
"ear106_a_6","2018居住地址其他居住时段6","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 0:否, 1:是, 79:情况不适用"
"ear106_1sy_a_6","2018居住地址第6段居住起始时间（年）",":"
"ear106_1sm_a_6","2018居住地址第6段居住起始时间（月）","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 13:春, 14:夏, 15:秋, 16:冬"
"ear106_1fy_a_6","2018居住地址第6段居住结束时间（年）",":"
"ear106_1fm_a_6","2018居住地址第6段居住结束时间（月）","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 13:春, 14:夏, 15:秋, 16:冬"
"ear106_1fc_a_6","2018居住地址第6段居住是否持续到当前","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 0:否, 1:是, 79:情况不适用"
"ear106_a_7","2018居住地址其他居住时段7","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 0:否, 1:是, 79:情况不适用"
"ear106_1sy_a_7","2018居住地址第7段居住起始时间（年）",":"
"ear106_1sm_a_7","2018居住地址第7段居住起始时间（月）","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 13:春, 14:夏, 15:秋, 16:冬"
"ear106_1fy_a_7","2018居住地址第7段居住结束时间（年）",":"
"ear106_1fm_a_7","2018居住地址第7段居住结束时间（月）","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 13:春, 14:夏, 15:秋, 16:冬"
"ear106_1fc_a_7","2018居住地址第7段居住是否持续到当前","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 0:否, 1:是, 79:情况不适用"
"ear106_a_8","2018居住地址其他居住时段8","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 0:否, 1:是, 79:情况不适用"
"ear106_1sy_a_8","2018居住地址第8段居住起始时间（年）",":"
"ear106_1sm_a_8","2018居住地址第8段居住起始时间（月）","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 13:春, 14:夏, 15:秋, 16:冬"
"ear106_1fy_a_8","2018居住地址第8段居住结束时间（年）",":"
"ear106_1fm_a_8","2018居住地址第8段居住结束时间（月）","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 13:春, 14:夏, 15:秋, 16:冬"
"ear106_1fc_a_8","2018居住地址第8段居住是否持续到当前","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 0:否, 1:是, 79:情况不适用"
"ear3_a_1","当前主要居住地址其他居住时段1","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 0:否, 1:是, 79:情况不适用"
"ear3_1sy_a_1","当前主要居住地址第1段居住起始时间（年）",":"
"ear3_1sm_a_1","当前主要居住地址第1段居住起始时间（月）","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 13:春, 14:夏, 15:秋, 16:冬"
"ear3_1fy_a_1","当前主要居住地址第1段居住结束时间（年）","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道"
"ear3_1fm_a_1","当前主要居住地址第1段居住结束时间（月）","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 13:春, 14:夏, 15:秋, 16:冬"
"ear3_1fc_a_1","当前主要居住地址第1段居住是否持续到当前","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 0:否, 1:是, 79:情况不适用"
"ear3_a_2","当前主要居住地址其他居住时段2","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 0:否, 1:是, 79:情况不适用"
"ear3_1sy_a_2","当前主要居住地址第2段居住起始时间（年）",":"
"ear3_1sm_a_2","当前主要居住地址第2段居住起始时间（月）","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 13:春, 14:夏, 15:秋, 16:冬"
"ear3_1fy_a_2","当前主要居住地址第2段居住结束时间（年）","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道"
"ear3_1fm_a_2","当前主要居住地址第2段居住结束时间（月）","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 13:春, 14:夏, 15:秋, 16:冬"
"ear3_1fc_a_2","当前主要居住地址第2段居住是否持续到当前","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 0:否, 1:是, 79:情况不适用"
"ear3_a_3","当前主要居住地址其他居住时段3","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 0:否, 1:是, 79:情况不适用"
"ear3_1sy_a_3","当前主要居住地址第3段居住起始时间（年）",":"
"ear3_1sm_a_3","当前主要居住地址第3段居住起始时间（月）","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 13:春, 14:夏, 15:秋, 16:冬"
"ear3_1fy_a_3","当前主要居住地址第3段居住结束时间（年）","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道"
"ear3_1fm_a_3","当前主要居住地址第3段居住结束时间（月）","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 13:春, 14:夏, 15:秋, 16:冬"
"ear3_1fc_a_3","当前主要居住地址第3段居住是否持续到当前","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 0:否, 1:是, 79:情况不适用"
"ear3_a_4","当前主要居住地址其他居住时段4","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 0:否, 1:是, 79:情况不适用"
"ear3_1sy_a_4","当前主要居住地址第4段居住起始时间（年）",":"
"ear3_1sm_a_4","当前主要居住地址第4段居住起始时间（月）","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 13:春, 14:夏, 15:秋, 16:冬"
"ear3_1fy_a_4","当前主要居住地址第4段居住结束时间（年）","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道"
"ear3_1fm_a_4","当前主要居住地址第4段居住结束时间（月）","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 13:春, 14:夏, 15:秋, 16:冬"
"ear3_1fc_a_4","当前主要居住地址第4段居住是否持续到当前","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 0:否, 1:是, 79:情况不适用"
"ear3_a_5","当前主要居住地址其他居住时段5","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 0:否, 1:是, 79:情况不适用"
"ear3_1sy_a_5","当前主要居住地址第5段居住起始时间（年）",":"
"ear3_1sm_a_5","当前主要居住地址第5段居住起始时间（月）","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 13:春, 14:夏, 15:秋, 16:冬"
"ear3_1fy_a_5","当前主要居住地址第5段居住结束时间（年）","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道"
"ear3_1fm_a_5","当前主要居住地址第5段居住结束时间（月）","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 13:春, 14:夏, 15:秋, 16:冬"
"ear3_1fc_a_5","当前主要居住地址第5段居住是否持续到当前","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 0:否, 1:是, 79:情况不适用"
"ear3_a_6","当前主要居住地址其他居住时段6","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 0:否, 1:是, 79:情况不适用"
"ear3_1sy_a_6","当前主要居住地址第6段居住起始时间（年）",":"
"ear3_1sm_a_6","当前主要居住地址第6段居住起始时间（月）","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 13:春, 14:夏, 15:秋, 16:冬"
"ear3_1fy_a_6","当前主要居住地址第6段居住结束时间（年）","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道"
"ear3_1fm_a_6","当前主要居住地址第6段居住结束时间（月）","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 13:春, 14:夏, 15:秋, 16:冬"
"ear3_1fc_a_6","当前主要居住地址第6段居住是否持续到当前","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 0:否, 1:是, 79:情况不适用"
"ear3_a_7","当前主要居住地址其他居住时段7","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 0:否, 1:是, 79:情况不适用"
"ear3_1sy_a_7","当前主要居住地址第7段居住起始时间（年）",":"
"ear3_1sm_a_7","当前主要居住地址第7段居住起始时间（月）","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 13:春, 14:夏, 15:秋, 16:冬"
"ear3_1fy_a_7","当前主要居住地址第7段居住结束时间（年）","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道"
"ear3_1fm_a_7","当前主要居住地址第7段居住结束时间（月）","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 13:春, 14:夏, 15:秋, 16:冬"
"ear3_1fc_a_7","当前主要居住地址第7段居住是否持续到当前","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 0:否, 1:是, 79:情况不适用"
"ear3_a_8","当前主要居住地址其他居住时段8","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 0:否, 1:是, 79:情况不适用"
"ear3_1sy_a_8","当前主要居住地址第8段居住起始时间（年）",":"
"ear3_1sm_a_8","当前主要居住地址第8段居住起始时间（月）","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 13:春, 14:夏, 15:秋, 16:冬"
"ear3_1fy_a_8","当前主要居住地址第8段居住结束时间（年）","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道"
"ear3_1fm_a_8","当前主要居住地址第8段居住结束时间（月）","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 13:春, 14:夏, 15:秋, 16:冬"
"ear3_1fc_a_8","当前主要居住地址第8段居住是否持续到当前","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 0:否, 1:是, 79:情况不适用"
"ear7a_a_1","居住地址1（省）","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 11:北京市, 12:天津市, 13:河北省, 14:山西省, 15:内蒙古自治区, 21:辽宁省, 22:吉林省, 23:黑龙江省, 31:上海市, 32:江苏省, 33:浙江省, 34:安徽省, 35:福建省, 36:江西省, 37:山东省, 41:河南省, 42:湖北省, 43:湖南省, 44:广东省, 45:广西壮族自治区, 46:海南省, 50:重庆市, 51:四川省, 52:贵州省, 53:云南省, 54:西藏自治区, 61:陕西省, 62:甘肃省, 63:青海省, 64:宁夏回族自治区, 65:新疆维吾尔自治区, 99:数据缺失"
"ear7c_a_1_code","居住地址1（县/市）","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道"
"ear7sesy_a_1","开始年1","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道"
"ear7sesm_a_1","开始月1","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道"
"ear7sefy_a_1","结束年1","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道"
"ear7sefm_a_1","结束月1","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道"
"ear7sefc_a_1","是否持续到当前1","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 0:否, 1:是, 79:情况不适用"
